Geneid,GSM461177,GSM461180
FBgn0260453,0,0
FBgn0031357,36,36
FBgn0266066,0,0
FBgn0261531,0,0
FBgn0053179,0,0
FBgn0032613,62,54
FBgn0286733,0,0
FBgn0261992,0,0
FBgn0032897,4,6
FBgn0260955,0,0
FBgn0266210,0,0
FBgn0052988,0,0
FBgn0243486,0,1
FBgn0040009,0,0
FBgn0032096,0,0
FBgn0031294,0,0
FBgn0005672,547,586
FBti0063646,0,0
FBgn0031894,8,26
FBgn0051626,1,0
FBgn0266521,197,151
FBgn0020309,1303,1443
FBgn0265673,0,0
FBti0062125,0,0
FBti0019223,0,0
FBti0019173,0,0
FBgn0032002,13,3
FBgn0032077,22,22
FBgn0031298,129,153
FBgn0261802,420,374
FBti0019827,0,0
FBtr0304471_df_nrg,0,0
FBti0059748,0,0
FBti0060788,0,0
FBti0064280,0,0
FBgn0267018,0,0
FBgn0085188,50,54
FBgn0264436,0,0
FBgn0266159,0,0
FBgn0024245,26,38
FBgn0026373,51,96
FBgn0032303,0,0
FBgn0085209,0,0
FBgn0054051,0,0
FBti0062513,0,0
FBgn0031279,0,0
FBgn0283525,22,35
FBgn0032476,90,98
FBgn0263321,0,0
FBgn0053806,0,0
FBti0019101,0,0
FBgn0031419,2,1
FBgn0261064,106,81
FBgn0267262,0,0
FBti0060212,0,0
FBgn0028940,47,39
FBgn0053125,0,0
FBtr0472747_df_nrg,0,0
FBgn0025683,406,378
FBgn0053300,2,0
FBti0019163,0,1
FBti0019757,0,0
FBgn0051636,0,0
FBgn0032474,34,48
FBgn0266213,0,0
FBti0019770,0,0
FBti0019179,0,2
FBgn0029137,2,2
FBgn0053739,0,0
FBgn0053194,0,0
FBgn0032494,0,0
FBti0063776,0,0
FBgn0031633,108,141
FBti0059985,0,0
FBgn0016675,0,0
FBgn0263468,0,0
FBgn0263871,0,0
FBtr0304318_df_nrg,0,0
FBgn0032282,0,0
FBgn0031878,203,301
FBgn0032080,0,2
FBti0064117,0,0
FBgn0032354,22,26
FBgn0032491,0,0
FBgn0053508,4,6
FBti0064050,0,0
FBgn0032061,2,0
FBgn0015521,1917,2360
FBti0060633,0,0
FBgn0043022,0,0
FBgn0031947,104,146
FBgn0250834,0,0
FBgn0265262,14,22
FBti0061428,0,0
FBgn0031906,0,0
FBgn0041337,0,0
FBgn0010288,208,157
FBgn0031937,38,34
FBgn0260933,92,149
FBgn0265941,0,0
FBgn0053865,0,0
FBgn0031208,2,0
FBgn0032402,6,5
FBgn0266203,0,0
FBgn0031903,0,0
FBgn0054007,0,0
FBgn0032151,0,0
FBgn0264885,0,0
FBgn0266876,0,0
FBgn0051677,0,0
FBgn0011676,18,22
FBgn0264544,0,0
FBgn0264340,0,0
FBgn0083033,0,0
FBgn0032683,164,123
FBgn0264301,0,0
FBgn0085197,0,0
FBgn0262455,0,0
FBgn0031516,89,170
FBgn0003935,0,0
FBgn0261709,0,0
FBgn0264376,0,0
FBgn0031529,38,70
FBgn0031428,8,6
FBgn0031267,51,64
FBgn0031772,15,49
FBti0060353,1,1
FBti0019211,0,0
FBti0064212,0,0
FBgn0031731,0,0
FBgn0028965,76,78
FBgn0283467,52,44
FBti0064054,0,0
FBti0060350,0,0
FBgn0028926,34,42
FBgn0045842,243,267
FBgn0003930,0,0
FBtr0472769_df_nrg,0,0
FBgn0051815,9,4
FBti0062853,3,0
FBgn0266884,3,0
FBgn0032848,128,137
FBti0064184,4,0
FBgn0053526,288,292
FBti0060318,0,0
FBgn0083035,0,0
FBgn0267611,6,4
FBgn0266826,0,0
FBgn0031627,0,0
FBgn0032290,28,32
FBgn0051611,0,0
FBgn0032287,2,0
FBgn0000529,0,0
FBgn0045498,0,0
FBgn0031544,192,180
FBgn0262856,0,0
FBgn0031258,26,8
FBgn0000964,0,0
FBgn0004811,95,104
FBti0062124,0,0
FBti0019882,0,0
FBtr0309599_df_nrg,0,0
FBti0019235,0,0
FBtr0472718_df_nrg,0,0
FBgn0025684,125,104
FBgn0032938,172,256
FBgn0016660,0,0
FBtr0472828_df_nrg,0,0
FBgn0032587,459,337
FBgn0263339,0,0
FBgn0031299,4,2
FBgn0031913,121,89
FBgn0053881,0,0
FBgn0287204,46,34
FBgn0027929,64,105
FBgn0040519,0,0
FBgn0051708,0,0
FBgn0032211,2,0
FBgn0032519,0,0
FBgn0051871,0,0
FBgn0051816,0,2
FBti0060867,0,0
FBgn0051892,0,0
FBti0062851,0,0
FBgn0043021,0,0
FBgn0262631,0,1
FBgn0051888,0,0
FBgn0053516,97,69
FBgn0032370,0,0
FBgn0266357,0,0
FBgn0264372,0,0
FBgn0031719,0,0
FBti0059749,0,0
FBgn0032750,12,12
FBgn0051776,0,0
FBgn0000061,0,2
FBgn0053907,0,0
FBgn0265675,0,0
FBgn0031391,24,36
FBti0062511,0,0
FBgn0032068,0,0
FBgn0031397,4,1
FBgn0031545,2,0
FBgn0053196,6,5
FBgn0031216,114,80
FBgn0025700,86,190
FBgn0032231,36,20
FBgn0266842,0,0
FBgn0261586,2,0
FBgn0004242,0,0
FBti0019201,2,5
FBti0064198,0,0
FBgn0267486,0,0
RR49033_transposable_element,0,0
FBgn0051848,0,0
FBti0059646,8,8
FBgn0051697,2,0
FBtr0309624_df_nrg,0,0
FBgn0032246,325,392
FBgn0264437,12,14
FBti0019850,0,2
FBgn0051627,0,2
FBgn0085198,0,0
FBti0061483,0,0
FBgn0014019,0,0
FBgn0025777,90,106
FBgn0031514,2,0
FBgn0259957,0,0
FBgn0085422,1,0
FBgn0259963,0,0
FBgn0267286,0,0
FBgn0013810,55,54
FBgn0032452,6,6
FBti0019754,2,3
FBgn0028943,0,0
FBti0060790,0,0
FBgn0032429,102,128
FBgn0053816,0,0
FBti0060396,0,0
FBgn0265685,0,0
FBgn0053879,0,0
FBtr0304490_df_nrg,0,0
FBgn0031729,0,0
FBgn0032400,56,34
FBgn0000229,116,104
FBgn0265669,0,0
FBgn0267287,0,0
FBti0060297,0,0
FBgn0031707,0,0
FBgn0286027,60,38
FBgn0086691,18,26
FBti0064147,0,0
FBti0063268,0,0
FBgn0031472,0,0
FBgn0026392,0,0
FBti0059716,0,0
FBti0062119,0,0
FBgn0032856,0,0
FBgn0020618,4049,3861
FBtr0304248_df_nrg,0,0
FBgn0262321,0,0
FBgn0027586,0,0
FBgn0261608,1548,1963
FBgn0040967,0,0
FBgn0028658,11,10
FBgn0032483,4,0
FBgn0000442,0,0
FBti0019820,0,0
FBgn0031940,2,0
FBgn0266795,0,0
FBgn0001986,208,194
FBti0064188,0,0
FBgn0051637,391,290
FBti0060844,0,0
FBgn0267284,0,0
FBgn0032343,13,7
FBti0019176,6,17
FBgn0031885,93,64
FBgn0053823,0,0
FBti0064197,0,0
FBgn0263081,0,0
FBgn0028916,144,108
FBgn0260452,0,0
FBgn0265150,0,0
FBgn0020497,743,703
FBgn0032117,10,15
FBgn0032314,0,0
FBgn0053886,0,0
FBgn0040232,318,264
FBgn0032867,0,0
FBgn0032368,0,0
FBti0059737,0,0
FBgn0264810,0,0
FBti0060298,1,0
FBgn0028370,0,0
FBgn0031764,56,82
FBti0063710,3,1
FBgn0053814,0,0
FBgn0032705,54,48
FBgn0032214,54,40
FBgn0011584,220,220
FBgn0019890,340,334
FBti0062152,0,0
FBgn0031266,175,176
FBgn0032449,10,4
FBgn0053910,0,0
FBgn0051741,0,0
FBgn0085396,2,0
FBti0060661,0,0
FBgn0265670,0,0
FBgn0053855,0,0
FBgn0266899,0,0
FBgn0000097,395,404
FBti0019853,0,0
FBgn0031634,0,2
FBgn0020445,0,0
FBgn0264886,0,0
FBgn0259961,0,0
FBtr0304326_df_nrg,0,0
FBgn0265944,0,0
FBgn0264547,0,0
FBgn0265796,0,0
FBgn0010300,922,626
FBgn0267923,10,12
FBgn0085191,0,0
FBti0019185,0,0
FBti0060336,0,0
FBgn0083960,0,2
FBti0060936,0,0
FBti0019128,0,0
FBgn0265956,0,1
FBgn0261278,127,173
FBti0060658,0,0
FBgn0085407,4,4
FBgn0267293,0,0
FBgn0032863,36,68
FBti0063468,0,0
FBgn0031763,0,0
FBgn0053897,0,0
FBti0063392,0,0
FBti0064163,0,0
FBti0060371,0,0
FBgn0021967,131,148
FBgn0032074,0,0
FBgn0284416,0,0
FBgn0263581,0,2
FBgn0031661,51,98
FBti0060705,0,0
FBgn0051720,12,11
FBgn0027348,34,14
FBgn0015400,0,0
FBti0062975,0,0
FBgn0032032,30,40
FBti0059640,0,0
FBgn0285948,3696,5292
FBgn0051896,0,0
FBti0019197,0,0
FBgn0045827,0,0
FBgn0261800,6147,3892
FBgn0051633,10,14
FBti0060549,0,0
FBgn0032725,28,40
FBti0063615,0,0
FBgn0020545,192,170
FBgn0031550,0,0
FBgn0261991,0,0
FBti0062650,0,0
FBgn0031844,7,12
FBgn0262017,0,0
FBgn0051635,102,103
FBgn0031375,0,0
FBti0060196,0,0
FBgn0031778,0,0
FBgn0051713,0,0
FBgn0032448,0,0
FBgn0083024,0,0
FBgn0259965,0,0
FBti0019126,0,0
FBgn0032269,0,0
FBti0064124,0,0
FBgn0051639,0,0
FBgn0031257,174,230
FBgn0264352,0,2
FBgn0265819,2,2
FBgn0032057,2,0
FBgn0032972,2,2
FBgn0250843,206,290
FBgn0085192,0,6
FBti0062014,0,0
FBgn0085212,8,6
FBgn0051973,5,0
FBgn0004914,162,130
FBgn0051861,0,0
FBgn0032110,0,0
FBgn0259964,0,0
FBgn0003716,100,80
FBgn0031449,158,119
FBgn0027505,56,61
FBgn0266315,0,0
FBgn0266028,1,2
FBgn0260451,0,0
FBgn0031406,0,0
FBtr0304346_df_nrg,0,0
FBgn0086444,76,100
FBgn0263764,0,0
FBgn0032132,0,0
FBti0060664,11,6
FBgn0266217,0,2
FBgn0032329,1,0
FBgn0001084,12,12
FBgn0286929,0,0
FBgn0250817,0,0
FBgn0266906,0,0
FBgn0005617,208,141
FBgn0031434,6,2
FBti0019849,0,0
FBgn0267995,0,0
FBgn0260953,0,0
FBti0064264,0,0
FBgn0031688,0,2
FBgn0031333,0,0
FBgn0259712,2,8
FBgn0031708,32,32
FBgn0265255,4,6
FBgn0031285,464,389
FBgn0266885,0,0
FBgn0031619,0,0
FBgn0032184,0,0
FBgn0267266,0,0
FBti0019788,0,0
FBgn0265367,0,0
FBgn0265822,0,0
FBgn0032898,0,0
FBgn0259822,0,0
FBti0019845,4,0
FBgn0032414,0,0
FBgn0013433,0,0
FBgn0083973,2,4
FBti0060244,0,0
FBti0060372,0,0
FBgn0264369,0,0
FBti0060073,0,4
FBti0062179,0,0
FBgn0085476,0,0
FBgn0020762,172,100
FBgn0032563,0,0
FBgn0283682,395,402
FBti0060189,0,0
FBgn0263386,0,0
FBti0060194,0,0
FBgn0032868,1,0
FBgn0266492,0,0
FBgn0032719,0,5
FBgn0032507,0,0
FBgn0266323,0,0
FBgn0259201,0,0
FBgn0264391,0,0
FBgn0032407,132,108
FBgn0051812,5,5
FBgn0032746,28,44
FBti0062722,0,0
FBti0019752,0,0
FBti0064189,0,0
FBti0059651,2,4
FBgn0260632,257,244
FBgn0051890,0,0
FBgn0053853,0,0
FBgn0032720,18,15
FBgn0002936,0,0
FBgn0053533,0,2
FBgn0023090,0,0
FBgn0058172,0,0
FBgn0085342,0,0
FBgn0051613,0,0
FBgn0053902,0,0
FBgn0267738,0,0
FBgn0031868,100,148
FBgn0011708,158,198
FBgn0053745,0,0
FBgn0266164,0,0
FBgn0053306,0,2
FBgn0265069,0,0
FBgn0024244,0,2
FBgn0053281,0,0
FBgn0032588,0,0
FBgn0031468,0,2
FBgn0286735,0,0
FBgn0001970,0,1
FBti0064118,2,0
FBgn0010382,211,123
FBgn0263467,0,1
FBgn0032453,156,208
FBgn0012018,0,0
FBgn0264890,0,0
FBgn0031749,0,0
FBgn0031360,70,107
FBgn0263198,212,224
FBgn0262876,0,0
FBgn0014454,0,0
FBgn0260719,0,0
FBtr0472773_df_nrg,0,0
FBti0062645,0,0
FBgn0020443,669,697
FBgn0027453,136,126
FBgn0262944,0,0
FBti0019758,7,0
FBti0062984,0,2
FBti0062799,0,0
FBgn0085195,0,0
FBti0062245,0,0
FBgn0019830,86,102
FBti0059735,0,2
FBgn0011722,2123,1596
FBgn0264263,0,0
FBgn0027932,1584,2101
FBgn0031436,60,133
FBgn0032157,102,159
FBgn0032129,0,0
FBgn0004797,24,14
FBgn0031496,4,3
FBti0060302,0,0
FBgn0024352,366,536
FBti0062013,0,0
FBgn0041627,50,84
FBgn0265994,0,0
FBgn0262400,0,0
FBgn0265812,0,0
FBgn0031574,34,24
FBti0062972,0,0
FBgn0031969,626,526
FBti0063581,0,0
FBgn0264347,0,0
FBgn0027949,132,284
FBgn0032853,0,0
FBti0019214,1,0
FBgn0032533,0,0
FBgn0032612,0,0
FBgn0065109,0,0
FBti0060900,0,0
FBti0019132,1,0
FBgn0051869,4,2
FBgn0028947,0,0
FBti0061396,0,0
FBti0063629,0,0
FBgn0005616,96,126
FBgn0032597,70,116
FBgn0051781,0,0
FBti0019793,0,0
FBgn0263996,0,0
FBgn0265682,0,0
FBgn0001967,0,0
FBgn0262353,1,0
FBgn0031824,24,22
FBgn0053738,0,0
FBti0019755,0,0
FBti0061563,0,0
FBti0062843,0,0
FBgn0028516,0,0
FBgn0051601,139,116
FBgn0032005,599,457
FBgn0032790,30,16
FBti0064060,0,0
FBgn0015623,549,706
FBgn0266149,0,0
FBgn0028986,0,0
FBgn0031741,0,0
FBgn0028527,0,2
FBgn0003557,430,330
FBgn0020258,0,0
FBgn0025681,567,443
FBgn0283678,0,0
FBgn0042189,0,0
FBgn0040106,0,0
FBgn0266911,4,1
FBgn0265001,2,0
FBgn0286882,0,0
FBti0019851,0,0
FBgn0028871,2,0
FBti0060629,0,0
FBgn0032391,17,11
FBtr0472744_df_nrg,0,0
FBgn0262203,0,0
FBgn0000384,76,122
FBgn0032266,0,0
FBgn0031229,58,42
FBti0019848,0,0
FBtr0304263_df_nrg,0,0
FBgn0011603,0,0
FBgn0032374,0,0
FBgn0083022,0,0
FBgn0032648,0,2
FBgn0250841,0,0
FBgn0051642,9,34
FBti0062084,0,0
FBgn0032741,0,0
FBgn0032001,54,48
FBgn0032036,1144,805
FBgn0004837,32,35
FBgn0053543,2,0
FBti0062852,0,0
FBgn0032018,269,186
FBgn0051717,66,74
FBti0060352,0,0
FBgn0261514,0,0
FBti0059713,0,1
FBgn0265668,0,0
FBti0060562,0,0
FBtr0309701_df_nrg,0,0
FBgn0000055,0,0
FBgn0032634,34,58
FBgn0287596,0,0
FBgn0031905,0,0
FBti0019832,0,0
FBgn0032894,0,0
FBgn0032126,0,0
FBgn0053867,0,0
FBti0019768,0,0
FBgn0085427,0,2
FBgn0026319,78,74
FBti0019137,0,3
FBgn0283652,8,16
FBti0063621,0,1
FBtr0309625_df_nrg,0,0
FBgn0003896,0,0
FBgn0032139,8,16
FBgn0085196,0,0
FBgn0031689,32,62
FBgn0051974,8,3
FBgn0266313,0,0
FBgn0284415,0,0
FBgn0051882,0,0
FBgn0031232,0,0
FBgn0051946,0,0
FBgn0032387,65,66
FBgn0032213,560,579
FBgn0051602,0,0
FBgn0032729,46,44
FBgn0028868,0,0
FBti0063478,0,0
FBgn0051773,0,0
FBgn0266307,0,0
FBtr0309699_df_nrg,0,0
FBgn0032553,0,0
FBgn0051852,52,76
FBti0019208,0,0
FBgn0053126,0,0
FBgn0259922,0,0
FBgn0261529,0,0
FBgn0265958,0,0
FBgn0010309,54,54
RR41919_transposable_element,0,0
FBgn0000227,0,0
FBgn0031779,104,110
FBgn0262275,0,0
FBgn0266845,0,0
FBgn0259953,0,0
FBti0062514,0,0
FBgn0051740,0,0
FBti0060617,0,0
FBgn0266310,0,0
FBgn0262386,0,0
FBgn0028872,0,0
FBgn0032730,6,4
FBgn0031260,289,329
FBgn0051958,0,0
FBti0062234,0,0
FBgn0000180,2,4
FBgn0032331,5,0
FBgn0053309,0,0
FBgn0051668,2,0
FBgn0001301,153,188
FBgn0053531,2,0
FBgn0053673,0,0
FBti0062872,0,0
FBgn0265676,0,0
FBti0059767,0,0
FBgn0028467,142,148
FBgn0031367,0,0
FBgn0032338,0,0
FBgn0051820,0,0
FBti0062239,0,0
FBgn0261437,20,32
FBgn0261535,88,100
FBgn0003475,371,425
FBgn0025674,232,312
FBgn0032224,32,38
FBgn0261566,0,0
FBti0062151,0,0
FBgn0003231,351,358
FBgn0032455,87,110
FBgn0032265,0,0
FBgn0031698,598,572
FBgn0267258,0,0
FBti0063650,0,0
FBgn0265795,0,0
FBgn0284255,177,197
FBgn0031549,74,77
FBgn0020371,0,0
FBgn0013746,180,155
FBti0063491,0,0
FBti0061574,0,0
FBgn0032090,0,0
FBgn0031869,0,5
FBgn0032140,224,298
FBgn0283427,9042,11912
FBgn0031440,0,0
FBgn0031813,58,52
FBgn0001137,75,19
FBgn0011864,0,0
FBgn0032172,126,130
FBgn0051647,0,0
FBgn0267277,0,0
FBgn0031213,92,75
FBgn0032315,0,0
FBtr0304239_df_nrg,0,0
FBgn0040064,172,164
FBti0061539,0,0
FBgn0032382,26,18
FBti0060192,1,0
FBgn0261268,246,311
FBti0019843,0,0
FBti0019122,4,2
FBgn0031596,0,0
FBgn0284223,0,0
FBgn0264946,0,0
FBgn0000052,329,359
FBgn0053839,0,0
FBgn0262616,0,0
FBgn0053742,0,0
FBti0060283,0,0
FBgn0263852,98,132
FBgn0031995,103,98
FBgn0028888,0,0
FBti0019789,0,0
FBgn0031458,90,108
FBgn0051827,0,0
FBgn0266309,5,9
FBgn0261925,0,0
FBgn0002673,22,12
FBgn0032631,0,0
FBgn0032360,0,0
FBgn0031968,11,8
FBgn0016920,2,0
FBgn0266166,0,0
FBgn0028704,4,3
FBti0060156,2,0
FBti0019194,0,0
FBti0019092,0,0
FBgn0031655,20,28
FBgn0266877,0,0
FBgn0266823,0,0
FBgn0266155,0,0
FBgn0031395,19,38
FBti0063585,0,0
FBgn0032680,0,0
FBti0019834,0,0
FBgn0051792,0,0
FBgn0000239,294,338
FBgn0031777,13,14
FBgn0032473,2,0
FBgn0286892,0,0
FBgn0031990,540,477
FBgn0053641,3,0
FBgn0031996,68,82
FBgn0032075,0,2
FBti0059636,0,2
FBti0062045,0,0
FBgn0085424,0,0
FBgn0031920,2,0
FBgn0265785,0,0
FBgn0032691,56,50
FBti0019798,0,0
FBtr0304344_df_nrg,0,0
FBgn0262392,0,0
FBgn0031452,61,58
FBgn0265269,0,0
FBgn0085208,0,0
FBgn0031904,50,66
FBgn0016978,172,156
FBgn0051944,0,0
FBgn0264363,0,0
FBgn0266840,0,0
FBtr0472731_df_nrg,0,0
FBgn0032015,281,264
FBgn0015756,3340,4057
FBti0019152,0,4
FBgn0053740,0,0
FBgn0020270,82,100
FBgn0263575,0,0
FBti0060378,0,0
FBgn0286734,0,0
FBgn0265257,0,0
FBgn0031861,0,0
FBgn0266888,0,0
FBti0061482,0,0
FBgn0002524,734,760
FBgn0011272,4606,4669
FBti0019192,0,0
FBgn0053121,0,0
FBgn0032373,6,9
FBgn0263874,0,0
FBgn0267244,0,0
FBgn0032660,0,0
FBti0064094,0,0
FBgn0032065,0,0
FBgn0261020,122,178
FBgn0041789,443,558
FBgn0010100,747,803
FBgn0250867,37,67
FBgn0032000,48,62
FBgn0031409,0,0
FBgn0031856,0,0
FBgn0053887,0,0
FBgn0040011,335,322
FBgn0086779,190,188
FBgn0250847,0,1
FBgn0262355,0,0
FBgn0031735,0,0
FBgn0053127,2,2
FBti0063394,0,0
FBti0060639,0,0
FBti0062046,0,0
FBgn0053301,0,0
FBgn0260861,24,20
FBti0019844,0,0
FBgn0259960,0,0
FBti0062114,0,0
FBgn0031683,21,36
FBgn0262256,0,0
FBgn0051603,0,0
FBgn0259229,0,0
FBti0063508,0,0
FBti0062201,0,0
FBgn0266875,0,0
FBgn0262398,0,0
FBgn0266879,0,0
FBgn0032873,80,72
FBti0019822,0,0
FBgn0259949,0,0
FBgn0032551,0,0
FBti0063609,0,0
FBgn0265950,0,0
FBgn0031318,193,231
FBgn0032111,0,0
FBgn0003963,430,509
FBgn0032538,0,0
FBgn0261396,238,327
FBti0064148,0,0
FBgn0020416,1132,1036
FBti0060545,0,0
FBgn0031398,10,14
FBgn0040299,44,38
FBgn0263235,0,0
FBgn0031690,0,0
FBti0063534,0,0
FBti0019763,0,0
FBti0063458,0,0
FBgn0264365,0,0
FBgn0265153,9,11
FBgn0028895,6,14
FBgn0263867,0,0
RR48945_transposable_element,16,18
FBgn0083037,0,0
FBgn0265671,0,0
FBgn0014417,164,166
FBgn0032810,4,6
FBti0063360,0,0
FBgn0002543,79,127
FBgn0051759,8,14
FBgn0264442,0,0
FBgn0028544,0,2
FBgn0025608,232,200
FBgn0028910,0,0
FBgn0259735,1428,1293
FBti0019162,0,0
FBgn0032066,2,0
FBgn0051806,0,0
FBgn0031335,0,0
FBgn0031872,66,60
FBgn0003923,0,0
FBti0019245,0,0
FBgn0053832,0,0
FBgn0263091,2,0
FBti0019841,0,0
FBgn0032530,0,0
FBgn0263096,0,0
FBgn0032200,44,58
FBgn0031832,16,23
FBgn0053820,0,0
FBgn0041250,0,0
FBgn0032283,0,0
FBgn0028941,2,2
FBgn0032085,0,0
FBgn0031936,0,0
FBgn0265953,0,0
FBgn0261648,0,2
FBgn0025109,28,81
FBgn0016698,39,60
FBgn0032883,80,94
FBgn0283478,311,333
FBgn0051739,328,308
FBgn0083021,0,0
FBgn0086907,0,0
FBgn0028525,0,0
FBgn0032225,0,2
FBgn0028538,230,262
FBgn0266162,0,0
FBgn0266218,0,0
FBgn0051975,0,0
FBgn0063392,0,0
FBti0060323,0,0
FBgn0043364,152,83
FBgn0032895,0,2
FBti0063363,0,0
FBgn0051704,0,0
FBtr0472723_df_nrg,0,0
FBgn0041150,4,4
FBti0060022,0,0
FBgn0028893,0,0
FBti0060329,0,0
FBgn0004838,1815,1700
FBti0059705,0,0
FBgn0000182,0,0
FBgn0042125,2,2
FBgn0051709,0,0
FBgn0011705,182,189
FBti0063627,2,0
FBgn0032082,29,63
FBgn0031632,0,0
FBti0062798,0,0
FBgn0028546,95,118
FBgn0285991,382,446
FBti0062932,0,0
FBgn0031640,64,56
FBti0062779,0,0
FBgn0266893,0,0
FBti0019099,0,0
FBgn0264543,0,0
FBgn0023096,4,3
FBgn0053859,0,0
FBgn0053904,0,0
FBtr0304399_df_nrg,0,0
FBti0019105,0,0
FBgn0266026,0,0
FBtr0304303_df_nrg,0,0
FBgn0261357,0,0
FBgn0031635,108,162
FBgn0263314,0,0
FBgn0265999,0,0
FBti0019153,0,0
FBgn0270924,244,250
FBgn0020415,1818,1564
FBgn0261534,0,0
FBgn0032170,143,114
FBgn0086200,8,20
FBti0019838,0,0
FBgn0266317,0,0
FBgn0032365,0,0
FBgn0031747,1,5
FBti0019783,2,0
FBti0060195,0,0
FBgn0265957,0,0
FBgn0031500,7,17
FBgn0263331,0,0
FBgn0031522,0,0
FBgn0266067,0,0
FBgn0010453,0,0
FBgn0032156,188,150
FBgn0031263,26,27
FBgn0032906,184,159
FBgn0028841,0,0
FBgn0266004,0,0
FBgn0011902,0,0
FBgn0267252,24,4
FBgn0266360,0,0
FBti0064217,0,2
FBgn0265149,0,4
FBgn0045500,0,0
FBti0062749,0,0
FBgn0058439,0,2
FBti0064181,0,0
FBti0062264,0,0
FBgn0265790,0,0
FBti0019141,0,0
FBgn0267739,0,0
FBgn0032197,41,44
FBti0063608,1,0
FBgn0011829,13,25
FBti0060536,0,0
FBgn0265811,0,0
FBgn0032707,0,0
FBti0063171,0,0
FBgn0032087,0,0
FBgn0000286,81,35
FBgn0031971,20,46
FBti0064243,0,0
FBti0062845,0,0
FBgn0266364,0,0
FBgn0264262,0,2
FBgn0039972,827,719
FBgn0262438,0,0
FBgn0051935,46,42
FBtr0304395_df_nrg,0,0
FBgn0267263,0,0
FBgn0031249,0,0
FBgn0086855,65,58
FBti0063169,0,0
FBgn0265677,0,0
FBgn0263256,22,14
FBgn0083025,0,0
FBgn0042627,22,12
FBgn0264269,0,0
FBgn0032409,124,120
FBgn0000547,43,66
FBti0063485,0,0
FBti0062154,0,0
FBgn0086033,0,0
FBgn0031774,14,34
FBgn0031711,100,100
FBgn0032752,10,10
FBgn0032981,74,94
FBgn0085664,0,0
FBti0063662,0,0
FBti0019154,0,0
FBti0060789,0,0
FBgn0051924,0,0
FBgn0031373,0,0
FBti0063463,0,0
FBgn0032512,102,114
FBgn0051922,3,5
FBti0060917,0,0
FBgn0000490,14,36
FBgn0031251,0,0
FBti0062238,1,0
FBgn0263612,0,0
FBgn0262786,0,0
FBgn0265151,0,0
FBgn0031701,0,0
FBgn0051813,0,0
FBgn0263442,0,0
FBgn0032115,0,0
FBgn0032371,0,0
FBti0062043,0,0
FBgn0264882,0,0
FBti0019127,0,0
FBgn0004394,0,1
FBgn0032390,48,65
FBgn0032401,12,12
FBgn0032814,40,52
FBgn0031860,0,0
FBti0060252,0,0
FBgn0085409,0,0
FBti0019148,0,0
FBti0019876,0,0
FBgn0265912,0,0
FBgn0032216,204,236
FBgn0263089,0,0
FBgn0026397,0,0
FBgn0265368,0,0
FBti0064135,0,0
FBti0019113,4,46
FBti0064247,0,0
FBti0063692,0,0
FBti0063556,0,8
FBgn0085395,19,10
FBti0064186,0,0
FBgn0267579,0,0
FBgn0028514,73,52
FBgn0032025,22,30
FBgn0263533,0,0
FBgn0041247,0,0
FBgn0265086,0,0
FBgn0026394,0,0
FBgn0267921,0,0
FBti0062754,0,0
FBti0059695,0,0
FBgn0032162,14,8
FBgn0032690,144,124
FBgn0025366,708,647
FBgn0028850,0,0
FBgn0003961,2,2
FBgn0261627,0,0
FBti0063611,0,0
FBgn0263078,0,0
FBgn0053733,0,0
FBgn0031622,0,2
FBgn0001185,39,58
FBgn0259896,147,180
FBgn0065055,1,0
FBgn0266799,0,0
FBgn0031948,10,16
FBgn0028899,2,2
FBgn0032879,0,0
FBgn0032261,19,24
FBgn0000721,139,132
FBgn0031758,0,0
FBgn0261563,201,359
FBgn0086657,30,59
FBgn0264267,0,0
FBgn0032525,0,0
FBgn0266827,2,0
FBgn0041336,2,2
FBgn0028936,126,114
FBgn0028938,0,0
FBgn0267289,0,0
FBgn0028509,158,148
FBti0063390,0,0
FBti0063711,0,0
FBti0060690,110,84
FBti0019242,2,4
FBgn0024371,80,102
FBgn0063368,0,2
FBgn0031504,0,0
FBgn0031600,48,60
FBgn0031228,60,73
FBgn0262449,0,0
FBgn0051940,0,0
FBti0062841,0,0
FBgn0032208,988,1078
FBgn0001128,50,15
FBti0060273,0,0
FBgn0027582,278,320
FBti0062266,1,0
FBgn0267924,0,0
FBgn0266031,0,0
FBgn0031379,136,184
FBti0019150,0,0
FBti0060390,0,0
FBti0060191,0,0
FBti0062177,0,0
FBti0062252,0,0
FBgn0011866,0,0
FBgn0262814,0,0
FBgn0015905,88,103
FBgn0032026,262,455
FBgn0285971,44,42
FBgn0031474,462,415
FBgn0263526,0,0
FBgn0025115,0,0
FBgn0011570,356,275
FBti0059820,0,0
FBti0060295,0,0
FBgn0000075,0,2
FBgn0051700,0,0
FBgn0058005,0,0
FBti0060188,0,0
FBgn0264084,0,0
FBgn0264944,0,0
FBgn0031703,20,2
FBgn0032381,0,0
FBgn0263234,0,0
FBgn0031681,322,305
FBgn0262000,0,0
FBti0063561,0,0
FBgn0267821,388,402
FBti0063503,0,0
FBgn0259213,0,0
FBgn0283561,0,0
FBgn0041246,0,0
FBgn0041111,357,296
FBgn0086445,34,40
FBgn0266898,0,0
FBgn0266869,0,0
FBgn0085410,0,0
FBgn0264264,0,0
FBgn0031598,34,74
FBgn0010323,0,0
FBtr0472746_df_nrg,0,0
FBti0062092,0,0
